순번,국토부 코드,정산 코드,정류장 코드,정류장명,행정구역코드,시도명,시군구명,읍면동명,유개승강장,버스안내단말기 설치유무,와이좌표,엑스좌표
1131,185003010,8001008,33090,가수원동,3017011400,대전광역시,서구,가수원동,X,X,36.300231,127.351673
1132,185003011,8001014,33100,가수원파출소,3017011400,대전광역시,서구,가수원동,O,O,36.307653,127.352078
1133,185003013,8001011,33120,가수원시장,3017011400,대전광역시,서구,가수원동,O,O,36.304084,127.353517
1134,185003014,8001030,33130,가수원중학교,3017011400,대전광역시,서구,가수원동,X,X,36.298245,127.353743
1135,185003015,8001012,33140,가수원시장,3017011400,대전광역시,서구,가수원동,O,X,36.304139,127.353739
1136,185003016,8001031,33150,가수원중학교,3017011400,대전광역시,서구,가수원동,X,X,36.298344,127.353928
1137,185003019,8002439,33160,은아아파트,3017011400,대전광역시,서구,가수원동,O,X,36.297711,127.355179
1138,185003018,8002438,33170,은아아파트,3017011400,대전광역시,서구,가수원동,X,X,36.297487,127.355152
1139,185003020,8001026,33180,가수원역,3017011400,대전광역시,서구,가수원동,O,X,36.298599,127.3559
1140,185003021,8001027,33190,가수원역,3017011400,대전광역시,서구,가수원동,O,O,36.299186,127.355973
1141,185003023,8003046,33220,GS칼텍스저유소,3017011400,대전광역시,서구,가수원동,O,X,36.295702,127.35677
1142,185003201,8001641,33230,목원대학교,3017011500,대전광역시,서구,도안동,O,X,36.329718,127.338247
1143,185003202,8003101,33250,목원대네거리,3017011500,대전광역시,서구,도안동,O,O,36.332045,127.339416
1144,185003528,8007178,33260,옥녀봉체육공원,3017011500,대전광역시,서구,도안동,O,o,36.331929,127.346826
1145,185003207,8070018,33280,수목토아파트,3017011500,대전광역시,서구,도안동,O,O,36.319623,127.347849
1146,185003210,8070011,33290,수목토아파트,3017011500,대전광역시,서구,도안동,O,O,36.318619,127.34813
1147,185003072,8001218,33300,진잠네거리,3017011600,대전광역시,서구,관저동,O,O,36.298158,127.324294
1148,185003073,8005532,33310,진잠네거리,3017011600,대전광역시,서구,관저동,O,O,36.298046,127.325102
1149,185003074,8001153,33330,구봉마을5단지,3017011600,대전광역시,서구,관저동,O,O,36.300285,127.326963
1150,185003075,8001152,33340,구봉마을7단지,3017011600,대전광역시,서구,관저동,O,O,36.296668,127.327086
1151,185003076,8001217,33350,금동초등학교,3017011600,대전광역시,서구,관저동,O,O,36.296827,127.327325
1152,185003078,8002107,33370,신선마을아파트,3017011600,대전광역시,서구,관저동,O,O,36.301149,127.329602
1153,185003077,8001154,33380,구봉마을7단지,3017011600,대전광역시,서구,관저동,O,O,36.297736,127.329453
1154,185003079,8001156,33390,구봉마을8단지,3017011600,대전광역시,서구,관저동,O,O,36.297695,127.329791
1155,185003080,8001155,33400,구봉마을8단지,3017011600,대전광역시,서구,관저동,O,X,36.296463,127.331237
1156,185003081,8001157,33410,구봉마을9단지,3017011600,대전광역시,서구,관저동,O,O,36.296195,127.331626
1157,185003082,8001785,33420,봉우중학교,3017011600,대전광역시,서구,관저동,O,O,36.29877,127.331694
1158,185003083,8001786,33430,봉우중학교,3017011600,대전광역시,서구,관저동,O,O,36.299045,127.332047
1159,185003084,8001116,33440,관저네거리,3017011600,대전광역시,서구,관저동,O,O,36.301779,127.334702
1160,185003085,8002106,33450,신선마을아파트,3017011600,대전광역시,서구,관저동,O,O,36.300061,127.334713
1161,185003086,8002108,33460,관저2동행정복지센터,3017011600,대전광역시,서구,관저동,O,O,36.299695,127.334943
1162,185003088,8001118,33470,관저네거리,3017011600,대전광역시,서구,관저동,O,O,36.301233,127.335908
1163,185003089,8001115,33480,관저지하차도,3017011600,대전광역시,서구,관저동,O,O,36.30181,127.336577
1164,185003091,8001371,33490,대자연아파트,3017011600,대전광역시,서구,관저동,O,O,36.30701,127.336895
1165,185003092,8001369,33500,대자연마을,3017011600,대전광역시,서구,관저동,O,O,36.306875,127.337103
1166,185003093,8005647,33510,원앙4단지,3017011600,대전광역시,서구,관저동,O,O,36.304543,127.338368
1167,185003094,8001372,33520,대자연아파트,3017011600,대전광역시,서구,관저동,O,O,36.304717,127.338443
1168,185003095,8001373,33530,대자연아파트후문,3017011600,대전광역시,서구,관저동,O,O,36.307808,127.339066
1169,185003096,8002365,33540,원앙1~2단지,3017011600,대전광역시,서구,관저동,O,O,36.307995,127.339085
1170,185003097,8001291,33550,느리울13단지,3017011600,대전광역시,서구,관저동,O,O,36.296593,127.33983
1171,185003099,8001083,33560,건양대병원네거리,3017011600,대전광역시,서구,관저동,O,O,36.302511,127.33986
1172,185003098,8001292,33570,느리울13단지,3017011600,대전광역시,서구,관저동,O,O,36.296903,127.339832
1173,185003102,8001290,33580,느리울12단지,3017011600,대전광역시,서구,관저동,O,O,36.298435,127.340665
1174,185003100,8001080,33590,건양대병원네거리,3017011600,대전광역시,서구,관저동,O,O,36.301393,127.340617
1175,185003101,8001117,33600,관저중학교,3017011600,대전광역시,서구,관저동,O,O,36.305388,127.340649
1176,185003104,8001289,33610,느리울12단지,3017011600,대전광역시,서구,관저동,O,O,36.298185,127.340869
1177,185003105,8001082,33620,건양대병원네거리,3017011600,대전광역시,서구,관저동,O,O,36.302948,127.341537
1178,185003106,8001081,33630,건양대병원네거리,3017011600,대전광역시,서구,관저동,O,O,36.30292,127.34336
1179,185003505,8001450,33640,대추벌,3017011700,대전광역시,서구,흑석동,O,X,36.265398,127.332946
1180,185003506,8001451,33650,대추벌,3017011700,대전광역시,서구,흑석동,O,X,36.265457,127.33304
1181,185003507,8002069,33660,수영장,3017011700,대전광역시,서구,흑석동,O,X,36.259781,127.337512
1182,185003508,8002068,33670,수영장,3017011700,대전광역시,서구,흑석동,X,X,36.259896,127.337562
1183,185003509,8003038,33680,흑석리역,3017011700,대전광역시,서구,흑석동,X,X,36.25521,127.339971
1184,185003510,8003037,33690,흑석리역,3017011700,대전광역시,서구,흑석동,X,X,36.255294,127.340068
1185,185003513,8005958,33700,기성농협,3017011700,대전광역시,서구,흑석동,X,X,36.2534,127.341013
1186,185003511,8001224,33700,기성농협,3017011700,대전광역시,서구,흑석동,X,X,36.253307,127.34091
1187,185003515,8003036,33710,흑석네거리,3017011700,대전광역시,서구,흑석동,O,O,36.254855,127.341205
1188,185003516,8003035,33720,흑석네거리,3017011700,대전광역시,서구,흑석동,O,O,36.254738,127.341268
1189,185003514,8002526,33730,장평보유원지,3017011700,대전광역시,서구,흑석동,X,X,36.270566,127.341199
1190,185003517,8002525,33740,장평보유원지,3017011700,대전광역시,서구,흑석동,O,X,36.270552,127.34144
1191,185003518,8005534,33750,기성중학교,3017011700,대전광역시,서구,흑석동,X,X,36.25011,127.342055
1192,185003519,8001225,33760,기성중학교,3017011700,대전광역시,서구,흑석동,X,X,36.25011,127.342142
1193,185003306,8001606,33770,매노동,3017011800,대전광역시,서구,매노동,O,X,36.247124,127.343327
1194,185003307,8001605,33780,매노동,3017011800,대전광역시,서구,매노동,X,X,36.247277,127.343381
1195,185003520,8001266,33790,노루벌,3017011700,대전광역시,서구,흑석동,X,X,36.272974,127.343711
1196,185003521,8001267,33800,노루벌,3017011700,대전광역시,서구,흑석동,O,X,36.27308,127.343908
1197,185003358,8001685,33810,밤갈미,3017011900,대전광역시,서구,산직동,X,X,36.242631,127.345937
1198,185003522,8001830,33820,사진개,3017011700,대전광역시,서구,흑석동,O,X,36.261779,127.345738
1199,185003523,8001829,33830,사진개,3017011700,대전광역시,서구,흑석동,O,X,36.261596,127.345955
1200,185003524,8001582,33840,등골,3017011700,대전광역시,서구,흑석동,O,X,36.267963,127.351967
1201,185003525,8005614,33850,등골,3017011700,대전광역시,서구,흑석동,X,X,36.267988,127.352105
1202,185003494,8002837,33860,평촌2통아래뜸,3017012100,대전광역시,서구,평촌동,X,X,36.238012,127.312502
1203,185003493,8005597,33870,평촌2통아래뜸,3017012100,대전광역시,서구,평촌동,O,X,36.237866,127.312466
1204,185003496,8002838,33880,평촌2통마을회관,3017012100,대전광역시,서구,평촌동,X,X,36.239533,127.315377
1205,185003376,8002326,33890,용촌교,3017012500,대전광역시,서구,용촌동,X,X,36.247577,127.315555
1206,185003497,8005598,33900,평촌2통마을회관,3017012100,대전광역시,서구,평촌동,O,X,36.239427,127.315519
1207,185003377,8002325,33910,용촌교,3017012500,대전광역시,서구,용촌동,O,X,36.247635,127.315661
1208,185003498,8002518,33920,장전,3017012100,대전광역시,서구,평촌동,O,X,36.231894,127.316222
1209,185003499,8002517,33930,장전,3017012100,대전광역시,서구,평촌동,O,X,36.231813,127.316345
1210,185003500,8002834,33940,평촌1통마을회관,3017012100,대전광역시,서구,평촌동,O,X,36.239247,127.318235
1211,185003501,8002835,33950,평촌1통마을회관,3017012100,대전광역시,서구,평촌동,O,X,36.239161,127.318295
1212,185003502,8001814,33960,사기점골,3017012100,대전광역시,서구,평촌동,X,X,36.241,127.321572
1213,185003503,8001813,33970,사기점골,3017012100,대전광역시,서구,평촌동,O,X,36.240892,127.321673
1214,185003379,8002322,33980,용촌1통,3017012500,대전광역시,서구,용촌동,X,X,36.249238,127.322959
1215,185003380,8002321,33990,용촌1통,3017012500,대전광역시,서구,용촌동,O,X,36.249195,127.323196
1216,185003504,8001910,34000,새터,3017012100,대전광역시,서구,평촌동,O,X,36.243615,127.325121
1217,185003303,8001911,34010,새터,3017011800,대전광역시,서구,매노동,O,X,36.243792,127.325408
1218,185003382,8002179,34020,야실,3017012500,대전광역시,서구,용촌동,X,X,36.249613,127.330717
1219,185003381,8002178,34030,야실,3017012500,대전광역시,서구,용촌동,O,X,36.24953,127.33071
1220,185003304,8001226,34040,기성초등학교,3017011800,대전광역시,서구,매노동,O,X,36.250734,127.336209
1221,185003305,8001227,34050,기성초등학교,3017011800,대전광역시,서구,매노동,O,X,36.250915,127.336207
1222,185003353,8002285,34060,용태울,3017011900,대전광역시,서구,산직동,O,X,36.23547,127.342329
1223,185003354,8001860,34070,용태울,3017011900,대전광역시,서구,산직동,X,X,36.235452,127.342418
1224,185003355,8002808,34080,토옥골,3017011900,대전광역시,서구,산직동,O,X,36.239404,127.343987
1225,185003356,8001861,34090,토옥골,3017011900,대전광역시,서구,산직동,X,X,36.23972,127.344058
1226,185003357,8001684,34100,밤갈미,3017011900,대전광역시,서구,산직동,X,X,36.242565,127.345748
1227,185003359,8002283,34110,용바위,3017012000,대전광역시,서구,장안동,X,X,36.231873,127.346301
1228,185003449,8002284,34120,용바위,3017012000,대전광역시,서구,장안동,O,X,36.232363,127.346562
1229,185003430,8002516,34130,장안동종점,3017012000,대전광역시,서구,장안동,O,X,36.197175,127.33847
1230,185003431,8002513,34140,장안동,3017012000,대전광역시,서구,장안동,X,X,36.214138,127.33684
1231,185003432,8002512,34150,장안동,3017012000,대전광역시,서구,장안동,O,X,36.214123,127.336935
1232,185003433,8002524,34160,장태산자연휴양림,3017012000,대전광역시,서구,장안동,X,X,36.22058,127.338288
1233,185003434,8002523,34170,장태산자연휴양림,3017012000,대전광역시,서구,장안동,O,X,36.220735,127.338393
1234,185003446,8002522,34210,장태산길곡길입구,3017012000,대전광역시,서구,장안동,X,X,36.222109,127.342521
1235,185003447,8002514,34220,장안저수지,3017012000,대전광역시,서구,장안동,X,X,36.226858,127.345565
1236,185003448,8002515,34230,장안저수지,3017012000,대전광역시,서구,장안동,O,X,36.226813,127.345744
1237,185003491,8002842,34240,평촌동종점,3017012100,대전광역시,서구,평촌동,O,X,36.236603,127.307563
1238,185003360,8002221,34250,오동,3017012200,대전광역시,서구,오동,O,X,36.230794,127.308411
1239,185003361,8002222,34260,오동,3017012200,대전광역시,서구,오동,O,X,36.230986,127.309014
1240,185003362,8002215,34270,영골,3017012200,대전광역시,서구,오동,O,X,36.231173,127.311504
1241,185003363,8002214,34280,영골,3017012200,대전광역시,서구,오동,O,X,36.231056,127.311568
1242,185003383,8002335,34290,우명동종점,3017012300,대전광역시,서구,우명동,X,X,36.237531,127.285606
1243,185003385,8002333,34300,우명동,3017012300,대전광역시,서구,우명동,O,X,36.226139,127.29368
1244,185003386,8002334,34310,우명동,3017012300,대전광역시,서구,우명동,X,X,36.226166,127.293769
1245,185003387,8002332,34320,우명2구,3017012300,대전광역시,서구,우명동,X,X,36.225335,127.294431
1246,185003388,8002331,34330,우명2구,3017012300,대전광역시,서구,우명동,O,X,36.22536,127.294555
1247,185003392,8002192,34340,어곡교,3017012300,대전광역시,서구,우명동,X,X,36.224057,127.302898
1248,185003393,8002193,34350,어곡교,3017012300,대전광역시,서구,우명동,O,X,36.224049,127.303065
1249,185003395,8002366,34360,원정1통마을회관,3017012400,대전광역시,서구,원정동,O,X,36.257839,127.301708
1250,185003396,8002367,34370,원정역,3017012400,대전광역시,서구,원정동,X,X,36.25355,127.304888
1251,185003397,8002368,34380,원정역,3017012400,대전광역시,서구,원정동,O,X,36.253686,127.305011
1252,185003375,8002324,34390,용촌2통,3017012500,대전광역시,서구,용촌동,X,X,36.248818,127.312776
1253,185003374,8002323,34400,용촌2통,3017012500,대전광역시,서구,용촌동,O,X,36.248717,127.312783
1254,185003347,8001769,34410,봉곡동종점,3017012600,대전광역시,서구,봉곡동,X,X,36.275449,127.320628
1255,185003349,8001767,34420,봉곡1통,3017012600,대전광역시,서구,봉곡동,X,X,36.273205,127.325715
1256,185003350,8001768,34430,봉곡1통,3017012600,대전광역시,서구,봉곡동,X,X,36.273227,127.325868
1257,185003351,8001765,34440,봉곡,3017012600,대전광역시,서구,봉곡동,X,X,36.270548,127.328271
1258,185003352,8001766,34450,봉곡,3017012600,대전광역시,서구,봉곡동,O,X,36.270627,127.328363
1259,185003107,8001897,34460,상보안,3017012700,대전광역시,서구,괴곡동,O,X,36.276515,127.345801
1260,185003108,8001896,34470,상보안,3017012700,대전광역시,서구,괴곡동,O,X,36.276411,127.345953
1261,185003109,8001107,34480,대전추모공원입구,3017012700,대전광역시,서구,괴곡동,O,X,36.279685,127.347068
1262,185003110,8001108,34490,대전추모공원입구,3017012700,대전광역시,서구,괴곡동,O,X,36.279811,127.347185
1263,185003111,8001127,34500,고릿골구름다리,3017012700,대전광역시,서구,괴곡동,O,X,36.285891,127.352249
1264,185003112,8001126,34510,고릿골구름다리,3017012700,대전광역시,서구,괴곡동,O,X,36.285623,127.352386
1265,185003114,8001720,34520,벌말,3017012700,대전광역시,서구,괴곡동,O,X,36.280984,127.35444
1266,185003113,8001128,34530,괴곡동.고리골,3017012700,대전광역시,서구,괴곡동,X,X,36.288486,127.353758
1267,185003116,8001129,34540,괴곡동.고리골,3017012700,대전광역시,서구,괴곡동,O,X,36.288363,127.354511
1268,185003115,8001719,34550,벌말,3017012700,대전광역시,서구,괴곡동,O,X,36.280822,127.354414
1269,185003117,8001621,34560,모세골,3017012700,대전광역시,서구,괴곡동,X,X,36.288042,127.360483
1270,185003118,8001620,34570,모세골,3017012700,대전광역시,서구,괴곡동,X,X,36.287922,127.360613
1271,185003119,8002384,34580,원정림,3017012700,대전광역시,서구,괴곡동,X,X,36.289658,127.36095
1272,185003120,8002383,34590,원정림,3017012700,대전광역시,서구,괴곡동,O,X,36.289788,127.361137
1273,185003450,8002548,34600,정림중학교,3017010400,대전광역시,서구,정림동,O,X,36.29427,127.361847
1274,185003451,8002549,34610,정림중학교,3017010400,대전광역시,서구,정림동,O,X,36.294161,127.362049
1275,185003121,8001682,34620,반지리,3017012700,대전광역시,서구,괴곡동,X,X,36.282787,127.362157
1276,185003122,8001683,34630,반지리,3017012700,대전광역시,서구,괴곡동,X,X,36.282817,127.362408
1277,185003124,8001973,34640,선골,3017012700,대전광역시,서구,괴곡동,O,X,36.278587,127.365977
1278,185003123,8001974,34650,선골,3017012700,대전광역시,서구,괴곡동,X,X,36.27859,127.365815
1279,185003289,8001595,34660,만년고등학교,3017012800,대전광역시,서구,만년동,O,X,36.36777,127.372839
1280,185003290,8005908,34670,둔천초등학교,3017012800,대전광역시,서구,만년동,O,X,36.36903,127.374466
1281,185003291,8001073,34680,강변아파트,3017012800,대전광역시,서구,만년동,O,X,36.367433,127.375525
1282,185003292,8001598,34690,만년중학교,3017012800,대전광역시,서구,만년동,O,X,36.367176,127.37566
1283,185003293,8001597,34700,만년동,3017012800,대전광역시,서구,만년동,O,X,36.365081,127.3757
1284,185003295,8001922,34710,서구보건소,3017012800,대전광역시,서구,만년동,O,O,36.368269,127.379348
1285,185003296,8001923,34720,서구보건소,3017012800,대전광역시,서구,만년동,O,O,36.368565,127.379697
1286,185003297,8001395,34730,대전예술의전당,3017012800,대전광역시,서구,만년동,O,O,36.364975,127.384491
1287,185003298,8002081,34740,한밭수목원,3017012800,대전광역시,서구,만년동,O,O,36.364936,127.388765
1288,185003552,8007326,34750,서부소방서,3017010400,대전광역시,서구,정림동,O,X,36.309499,127.371719
1289,185003263,8005918,34760,목련아파트,3017011200,대전광역시,서구,둔산동,O,O,36.350473,127.390057
1290,185003242,8005581,34770,을지대학병원,3017011200,대전광역시,서구,둔산동,O,O,36.35472,127.3828
1291,185003299,8005926,34780,천연기념물센터,3017012800,대전광역시,서구,만년동,O,X,36.367398,127.39311
1292,185003301,8005927,34790,천연기념물센터,3017012800,대전광역시,서구,만년동,O,X,36.367413,127.393557
1293,185003407,8005999,34800,진달래아파트,3017011300,대전광역시,서구,월평동,O,O,36.358181,127.366208
1294,185003409,8006001,34810,월평중학교,3017011300,대전광역시,서구,월평동,O,O,36.357712,127.367177
1295,185003048,8005909,34820,한마음동산,3017011100,대전광역시,서구,갈마동,O,O,36.344275,127.36867
1296,185003033,8070005,34830,가장교오거리,3017010200,대전광역시,서구,변동,O,O,36.327843,127.385913
1297,185003034,8070006,34840,가장교오거리,3017010900,대전광역시,서구,가장동,O,X,36.328112,127.386243
1298,185003344,8070007,34850,복수동사정교,3017010100,대전광역시,서구,복수동,X,X,36.297214,127.380019
1299,185003071,8070010,34860,샘물타운아파트,3017011600,대전광역시,서구,관저동,O,O,36.298064,127.323292
1300,185003012,8001013,34870,가수원파출소,3017011400,대전광역시,서구,가수원동,O,O,36.306791,127.352742
1301,185003211,8070012,34880,트리풀시티레이크포레,3017011500,대전광역시,서구,도안동,O,O,36.325152,127.348163
1302,185003209,8070017,34890,트리풀시티레이크포레,3017011500,대전광역시,서구,도안동,O,O,36.326281,127.347898
1303,186004675,8001643,34900,옥녀봉네거리,3017011500,대전광역시,서구,도안동,O,O,36.331751,127.348027
1304,185003340,8005640,34920,신계초등학교,3017010100,대전광역시,서구,복수동,O,O,36.302807,127.378943
1305,185003017,8003053,34930,가수원네거리,3017011400,대전광역시,서구,가수원동,O,O,36.30549,127.353987
1306,185003378,8003052,34940,용촌교삼거리,3017012500,대전광역시,서구,용촌동,X,X,36.247258,127.316782
1307,185003066,8007011,34960,둔원초등학교,3017011100,대전광역시,서구,갈마동,O,O,36.344209,127.375018
1308,185003087,8007045,34970,선암초교네거리,3017011600,대전광역시,서구,관저동,O,O,36.296163,127.335754
1309,185003090,8007046,34980,선암초교네거리,3017011600,대전광역시,서구,관저동,O,O,36.296342,127.336624
1310,185003441,8070037,34990,산막골,3017012000,대전광역시,서구,장안동,X,X,36.201332,127.340488
1311,185003442,8070038,35000,산막골,3017012000,대전광역시,서구,장안동,X,X,36.201444,127.340536
1312,185003443,8070039,35010,하산막골,3017012000,대전광역시,서구,장안동,X,X,36.203716,127.341145
1313,185003444,8070040,35020,하산막골,3017012000,대전광역시,서구,장안동,X,X,36.203889,127.34146
1314,185003439,8070041,35030,목련농원,3017012000,대전광역시,서구,장안동,X,X,36.208529,127.339505
1315,185003440,8070042,35040,목련농원,3017012000,대전광역시,서구,장안동,X,X,36.208624,127.33962
1316,185003529,8007183,35050,한국전력공사,3017010300,대전광역시,서구,도마동,O,O,36.327153,127.372252
1317,185003530,8007190,35060,반송마을입구,3017012300,대전광역시,서구,우명동,X,X,36.234468,127.287416
1318,185003531,8007191,35070,반송마을입구,3017012300,대전광역시,서구,우명동,X,X,36.234499,127.287471
1319,185003390,8005893,35080,우명교,3017012300,대전광역시,서구,우명동,X,X,36.227282,127.30215
1320,185003391,8005892,35090,우명교,3017012300,대전광역시,서구,우명동,X,X,36.227343,127.302572
1321,185003154,8007074,35110,배재대학교종점,3017010300,대전광역시,서구,도마동,O,X,36.323257,127.367335
1322,185003537,8007258,35120,오룡골,3017011900,대전광역시,서구,산직동,X,x,36.246348,127.346739
1323,185003539,8007260,35130,오룡골,3017011900,대전광역시,서구,산직동,X,x,36.246443,127.346699
1324,185003538,8007259,35140,산직2동종점,3017011900,대전광역시,서구,산직동,O,x,36.243372,127.35235
1325,185003534,8007246,35150,대청병원,3017010100,대전광역시,서구,복수동,O,x,36.306591,127.370612
1326,185003533,8007245,35160,대청병원,3017010400,대전광역시,서구,정림동,O,x,36.307413,127.369728
1327,185003535,8007255,35170,우명동낚시터,3017012300,대전광역시,서구,우명동,X,x,36.228553,127.293405
1328,185003536,8007256,35180,우명동낚시터,3017012300,대전광역시,서구,우명동,O,x,36.228657,127.292993
1329,185003540,8007264,35190,암뱀골,3017012700,대전광역시,서구,괴곡동,X,x,36.275842,127.364457
1330,185003542,8007281,35210,다온숲아파트,3017011600,대전광역시,서구,관저동,O,x,36.292008,127.339905
1331,185003543,8007282,35220,다온숲아파트,3017011600,대전광역시,서구,관저동,O,x,36.292477,127.339558
1332,185003544,8007283,35230,천년나무아파트,3017011600,대전광역시,서구,관저동,O,x,36.293966,127.343723
1333,185003545,8007284,35240,어반힐스아파트,3017011600,대전광역시,서구,관저동,O,x,36.293922,127.343348
1334,185003546,8007285,35250,느리울초등학교,3017011600,대전광역시,서구,관저동,X,o,36.297118,127.342198
1335,185003547,8007286,35260,느리울13단지,3017011600,대전광역시,서구,관저동,O,x,36.297473,127.34458
1336,185003548,8007287,35270,관저체육공원,3017011600,대전광역시,서구,관저동,O,x,36.292381,127.337373
1337,185003549,8007318,35280,서일고/서일여고,3017011600,대전광역시,서구,관저동,X,x,36.295163,127.325655
1338,185003551,8007325,35300,월평역,3017011300,대전광역시,서구,월평동,O,o,36.358503,127.361007
1339,185003553,8007363,35310,구봉고등학교,3017011600,대전광역시,서구,관저동,O,x,36.294852,127.330259
1340,185003554,8007364,35320,구봉고등학교,3017011600,대전광역시,서구,관저동,O,x,36.294469,127.330498
1341,185003555,8007365,35330,도솔초등학교,3017011400,대전광역시,서구,가수원동,O,x,36.311695,127.347248
1342,185003556,8007366,35340,도솔초등학교,3017011500,대전광역시,서구,도안동,O,x,36.312544,127.349473
1343,186005162,8007367,35350,옥녀봉네거리,3017011500,대전광역시,서구,도안동,O,x,36.33199,127.348807
1344,186005163,8007368,35360,옥녀봉네거리,3020011400,대전광역시,유성구,원신흥동,O,x,36.332365,127.350953
1345,185003558,8007380,35380,벌말,3017012700,대전광역시,서구,괴곡동,O,x,36.281751,127.35459
1346,185003559,8007381,35390,벌말,3017012700,대전광역시,서구,괴곡동,O,x,36.28185,127.35423
1347,185003560,8007382,35400,뒷골,3017012400,대전광역시,서구,원정동,X,x,36.255015,127.303999
1348,185003561,8007383,35410,뒷골,3017012400,대전광역시,서구,원정동,O,x,36.255067,127.30389
1349,185003562,8007384,35420,원정1통마을회관,3017012400,대전광역시,서구,원정동,X,x,36.257906,127.301809
1350,185003563,8007385,35430,원정동,3017012400,대전광역시,서구,원정동,X,x,36.257034,127.306486
1351,185003564,8007386,35440,구만리,3017012400,대전광역시,서구,원정동,X,x,36.262435,127.300817
1352,185003565,8007387,35450,구만리,3017012400,대전광역시,서구,원정동,O,x,36.262584,127.30048
1353,185003566,8007388,35460,중리마을,3017012400,대전광역시,서구,원정동,X,x,36.262899,127.295826
1354,185003567,8007389,35470,중리마을,3017012400,대전광역시,서구,원정동,X,x,36.262784,127.295879
1355,185003568,8007390,35480,무도리종점,3017012400,대전광역시,서구,원정동,x,x,36.258069,127.287424
1356,185003569,8007391,35490,용촌교삼거리,3017012500,대전광역시,서구,용촌동,X,x,36.247155,127.316831
1357,185003570,8007392,35500,상보안,3017012700,대전광역시,서구,괴곡동,X,x,36.276164,127.348597
1358,185003571,8007393,35510,상보안,3017012700,대전광역시,서구,괴곡동,O,x,36.27626,127.34991
1359,185003572,8007396,35520,관저동예미지아파트,3017011600,대전광역시,서구,관저동,O,x,36.29205,127.33374
1360,185003573,8007397,35530,관저동예미지아파트,3017011600,대전광역시,서구,관저동,O,x,36.2924,127.333122
1361,185003070,8001960,35540,서일고등학교,3017011600,대전광역시,서구,관저동,O,O,36.294022,127.321197
1362,185003204,8002183,35550,도안동예미지아파트,3017011500,대전광역시,서구,도안동,O,O,36.331975,127.343753
1363,185003579,8007406,35560,관저더샵2단지,3017011600,대전광역시,서구,관저동,O,O,36.293605,127.327488
1364,185003580,8007405,35570,관저더샵1단지,3017011600,대전광역시,서구,관저동,O,O,36.293832,127.327786
1365,185003581,8007418,35600,둔원고등학교,3017011100,대전광역시,서구,갈마동,O,X,36.341788,127.373937
1366,185003582,8007444,35610,정림공원,3017010400,대전광역시,서구,정림동,O,X,36.301845,127.366266
1367,185003583,8007445,35620,백목련아파트,3017010400,대전광역시,서구,정림동,O,X,36.299479,127.365405
1368,185003584,8007446,35630,코스모스아파트,3017010400,대전광역시,서구,정림동,O,O,36.298556,127.364828
1369,185003585,8007447,35640,정림동종점,3017010400,대전광역시,서구,정림동,X,X,36.291281,127.361114
1370,185003586,8007448,35650,정림동종점,3017010400,대전광역시,서구,정림동,O,X,36.291323,127.361222
1371,186004968,8002679,40010,진잠초등학교,3020010100,대전광역시,유성구,원내동,O,O,36.300998,127.315387
1372,186004969,8002675,40020,진잠동주민센터,3020010100,대전광역시,유성구,원내동,O,X,36.298779,127.316032
1373,186004970,8002676,40030,진잠동주민센터,3020010100,대전광역시,유성구,원내동,O,O,36.2988,127.316127
1374,186004069,8002674,40040,진잠향교,3020010200,대전광역시,유성구,교촌동,X,X,36.30332,127.316583
1375,186004070,8002673,40050,진잠향교,3020010100,대전광역시,유성구,원내동,O,O,36.303167,127.316636
1376,186004624,8002678,40060,진잠중학교,3020010100,대전광역시,유성구,원내동,O,O,36.295882,127.317095
1377,186004623,8002677,40070,진잠중학교,3020010100,대전광역시,유성구,원내동,O,X,36.29581,127.316924
1378,186004632,8002355,40080,원내동공영차고지,3020010100,대전광역시,유성구,원내동,X,X,36.292673,127.318382
1379,186004082,8002575,40090,제이파크아파트,3020010200,대전광역시,유성구,교촌동,O,O,36.304042,127.319437
1380,186004629,8001946,40100,서대전IC,3020010100,대전광역시,유성구,원내동,O,X,36.293999,127.318392
1381,186004633,8002352,40110,원내동,3020010100,대전광역시,유성구,원내동,O,O,36.299704,127.318181
1382,186004637,8002351,40120,원내동,3020010100,대전광역시,유성구,원내동,O,O,36.299773,127.318978
1383,186004081,8002948,40130,한승미메이드아파트,3020010200,대전광역시,유성구,교촌동,O,O,36.306842,127.319343
1384,186004635,8002574,40140,제이파크아파트,3020010100,대전광역시,유성구,원내동,O,O,36.303707,127.318738
1385,186004083,8002949,40150,한승미메이드아파트,3020010200,대전광역시,유성구,교촌동,O,X,36.306267,127.319803
1386,186004643,8005858,40160,진잠타운아파트,3020010100,대전광역시,유성구,원내동,X,X,36.297317,127.320172
1387,186004645,8005859,40170,진잠타운아파트,3020010100,대전광역시,유성구,원내동,O,O,36.297247,127.320316
1388,186004648,8001944,40180,서대전IC,3020010100,대전광역시,유성구,원내동,O,O,36.29332,127.320418
1389,186004650,8001916,40210,샘물타운아파트,3020010100,대전광역시,유성구,원내동,O,O,36.299871,127.321764
1390,186004651,8001915,40220,샘물타운아파트,3020010100,대전광역시,유성구,원내동,O,O,36.299727,127.322042
1391,186004652,8001914,40230,샘물타운아파트,3020010100,대전광역시,유성구,원내동,O,X,36.298392,127.32306
1392,186004079,8001138,40240,교도소입구,3020010200,대전광역시,유성구,교촌동,X,X,36.308953,127.318423
